OBJECTID,Vision_PID,GISID,F10D_ID,Map,Block,Lot,St_Num,Street,Location,Land_Val,Build_Val,Total_Val,Zone,Room_Cnt,Build_SF,Sale_Price,Sale_Date,Year_Built,Land_Area,Build_Styl,Bath_Cnt,Exempt_Val,Bed_Cnt,Tax_Total,LU_CODE,LU_DESC4
521,265,2-47-3,1002047031,      2,     47,     31,6,WELLSPRING RD,6 WELLSPRING RD,70300,130100,200400,I3,,1730,0,37883,1987,7405,Condo Office,2,0,0,200400,340O,OFFICE BLD  MDL-06
522,266,2-47,1002047032,      2,     47,     32,6,WELLSPRING RD,6 WELLSPRING RD,73900,114700,188600,I3,,1680,260000,43214,1987,12197,Condo Office,2,0,0,188600,340O,OFFICE BLD  MDL-06
523,267,2-47,1002047033,      2,     47,     33,6,WELLSPRING RD,6 WELLSPRING RD,70300,102700,173000,I3,,1550,260000,43214,1987,7405,Condo Office,2,0,0,173000,340O,OFFICE BLD  MDL-06
524,268,2-47,1002047034,      2,     47,     34,6,WELLSPRING RD,6 WELLSPRING RD,70300,63700,134000,I3,,800,0,41107,1989,7405,Condo Office,2,0,0,134000,3421,PROF CONDO
525,269,2-47-3,1002047035,      2,     47,     35,6,WELLSPRING RD,6 WELLSPRING RD,70300,113700,184000,I3,,1600,75000,42675,1989,7405,Condo Office,2,0,0,184000,3401,OFF CONDO  MDL-06
526,270,2-48,1002048000,      2,     48,,516,ALFRED ST,516 ALFRED ST,596200,1415200,2011400,I3,,87380,0,27393,1955,1540717,Light Indust,,0,,2011400,4000,FACTORY
527,272,2-49-1,1002049001,      2,     49,      1,504,ALFRED ST,504 ALFRED ST,466600,1084500,1551100,I3,,4800,0,35276,1990,158558,Pre-Eng Warehs,,0,,1551100,316I,COMM WHSE  MDL-96
528,273,2-50,1002050000,      2,     50,,1,MEDICAL CENTER DR,1 MEDICAL CENTER DR,6395900,40044400,46440300,M,,183418,0,27775,1976,1132124,Hospital,,0,,46440300,9050,HOSPITALS  MDL-94
529,274,2-50-1,1002050001,      2,     50,      1,3,MEDICAL CENTER DR,3 MEDICAL CENTER DR,98500,248400,346900,M,,4125,0,31238,1973,65340,Office Bldg,,0,,346900,3400,OFFICE BLD  MDL-94
530,275,2-50-2,1002050002,      2,     50,      2,15,MEDICAL CENTER DR,15 MEDICAL CENTER DR,400300,88800,489100,M,,0,0,29894,0,853340,,,0,,489100,905V,HOSPITALS  MDL-00
531,276,2-50-3,1002050003,      2,     50,      3,1,MOUNTAIN RD,1 MOUNTAIN RD,30300,0,30300,I3,,0,7750,37420,0,54886,Vacant Land,,0,,30300,4410,IND LD PO
532,277,2-50-4,1002050004,      2,     50,      4,25,MEDICAL CENTER DR,25 MEDICAL CENTER DR,156400,0,156400,M,,0,80000,38259,0,110207,Vacant Land,,0,,156400,905V,HOSPITALS  MDL-00
533,278,2-51,1002051000,      2,     51,,483,ALFRED ST,483 ALFRED ST,377000,0,377000,M,,0,350000,35950,0,17860,Vacant Land,,0,,377000,905V,HOSPITALS  MDL-00
534,279,2-51-1,1002051001,      2,     51,      1,481,ALFRED ST,481 ALFRED ST,238000,94300,332300,M,,2320,0,38597,1880,6098,Office Bldg,,0,,332300,031C,PRI COMM  MDL-94
535,280,2-52,1002052000,      2,     52,,487,ALFRED ST,487 ALFRED ST,293400,0,293400,M,,0,300000,35933,0,32670,Vacant Land,,0,,293400,905V,HOSPITALS  MDL-00
536,281,2-54,1002054000,      2,     54,,500,ALFRED ST,500 ALFRED ST,429900,728800,1158700,I3,,10500,1000000,37156,1997,74923,Auto Parts-Service,,0,,1158700,3310,AUTO S S&S
537,121046,2-54-1,1002054001,      2,     54,      1,5,WELLSPRING RD,5 WELLSPRING RD,144900,308400,453300,I3,,2940,500000,43019,2009,0,Office Bldg,,0,,453300,3222,COMM BLDG  MDL-94
538,282,2-55,1002055000,      2,     55,,510,ALFRED ST,510 ALFRED ST,1685400,2433000,4118400,I3,,55899,3925000,43032,1997,361113,Discount Store,,0,,4118400,3230,SHOPNGMALL
539,119952,2-56,1002056000,      2,     56,,45,BOULDER WAY,45 BOULDER WAY,1350700,0,1350700,I3,,0,0,38260,0,327135,Vacant Land,,0,,1350700,322A,COMM BLDG  MDL-00
540,107722,2-56-1,1002056001,      2,     56,      1,2,MEDICAL CENTER DR,2 MEDICAL CENTER DR,0,0,0,M,,0,0,29059,1984,0,Condo Office,,0,,0,995,CONDO MAIN
541,286,2-56-2,1002056002,      2,     56,      2,513,ALFRED ST,513 ALFRED ST,692300,626200,1318500,I3,,2864,0,39804,1996,250470,Store/Gas,,0,,1318500,3110,RTL GAS ST  MDL-94
542,287,2-56-1,1002056003,      2,     56,      3,2,MEDICAL CENTER DR,2 MEDICAL CENTER DR,71400,78900,150300,M,,1080,290000,38023,1984,8639,Condo Office,2,0,0,150300,3421,PROF CONDO
543,288,2-56-1,1002056004,      2,     56,      4,2,MEDICAL CENTER DR,2 MEDICAL CENTER DR,71400,64700,136100,M,,1088,1,34114,1980,8639,Condo Office,1,0,0,136100,3421,PROF CONDO
544,289,2-56-1,1002056005,      2,     56,      5,2,MEDICAL CENTER DR,2 MEDICAL CENTER DR,71400,87800,159200,M,,1508,1,34114,1980,8639,Condo Office,2,0,0,159200,3421,PROF CONDO
545,290,2-56-1,1002056006,      2,     56,      6,2,MEDICAL CENTER DR,2 MEDICAL CENTER DR,71400,78300,149700,M,,1088,150000,39500,1984,8639,Condo Office,2,0,0,149700,3421,PROF CONDO
546,291,2-56-1,1002056007,      2,     56,      7,2,MEDICAL CENTER DR,2 MEDICAL CENTER DR,71400,78800,150200,M,,1088,101750,40785,1984,8639,Condo Office,2,0,0,150200,3421,PROF CONDO
547,285,2-56-1,1002056008,      2,     56,      8,2,MEDICAL CENTER DR,2 MEDICAL CENTER DR,71400,78900,150300,M,,1080,290000,38023,1984,8639,Condo Office,2,0,0,150300,3421,PROF CONDO
549,284,2-56,0,      2,     56,      B,75,BOULDER WAY,75 BOULDER WAY,0,909700,909700,I3,,4900,0,38260,2008,327136,Branch Bank,,0,,909700,3410,BANK BLDG
550,292,2-57,1002057000,      2,     57,,19,MOUNTAIN RD,19 MOUNTAIN RD,78400,88900,167300,RF I3,5,962,500000,42915,1958,217800,Ranch,1,0,2,167300,1010,SINGLE FAM  MDL-01
551,293,2-57-1,1002057001,      2,     57,      1,7,MOUNTAIN RD,7 MOUNTAIN RD,10100,0,10100,RF I3,,0,90000,32659,0,175982,Vacant Land,,0,,10100,4320,CBL-TV TR
552,294,2-57-2,1002057002,      2,     57,      2,23,MOUNTAIN RD,23 MOUNTAIN RD,65100,0,65100,RF,,0,0,36682,0,231304,Vacant Land,,0,,65100,1300,RES ACLNDV  MDL-00
553,295,2-58,1002058000,      2,     58,,50,BOULDER WAY,50 BOULDER WAY,5763600,9885100,15648700,I3,,197008,0,37585,1995,1937113,Discount Store,,0,,15648700,3222,COMM BLDG  MDL-94
554,7279,2-58-1,1002058001,      2,     58,      1,25,BOULDER WAY,25 BOULDER WAY,915200,487600,1402800,I3,,3320,837500,41227,1995,277913,Fast Food Rest,,0,,1402800,3260,REST/CLUBS  MDL-94
555,296,2-58-2,1002058002,      2,     58,      2,520,ALFRED ST,520 ALFRED ST,1358600,189500,1548100,I3,,570,0,35353,1984,1001444,Office Bldg,,0,,1548100,901C,STATE OWND  MDL-94
556,298,2-60,1002060000,      2,     60,,31,MOUNTAIN RD,31 MOUNTAIN RD,108200,146700,254900,RF,6,1685,0,36682,1988,692168,Cape,2,0,3,254900,1010,SINGLE FAM  MDL-01
557,299,2-60-1,1002060001,      2,     60,      1,35,MOUNTAIN RD,35 MOUNTAIN RD,72600,99500,172100,RF,8,1498,0,24853,1922,126760,2 Unit,2,26000,4,146100,1040,TWO FAMILY  MDL-03
558,300,2-60-2,1002060002,      2,     60,      2,33,MOUNTAIN RD,33 MOUNTAIN RD,65500,0,65500,RF,,0,0,36682,0,331056,Vacant Land,,0,,65500,1300,RES ACLNDV  MDL-00
559,302,2-61-1,1002061001,      2,     61,      1,30,MOUNTAIN RD,30 MOUNTAIN RD,64700,101800,166500,RF,4,984,189900,42297,1973,45738,Ranch,1,0,2,166500,1010,SINGLE FAM  MDL-01
560,303,2-62,1002062000,      2,     62,,38,MOUNTAIN RD,38 MOUNTAIN RD,96600,98200,194800,RF,6,1521,0,36365,1780,905177,Antique,2,0,3,194800,1010,SINGLE FAM  MDL-01
561,101282,2-62-1,1002062001,      2,     62,      1,34,MOUNTAIN RD,34 MOUNTAIN RD,65400,140200,205600,RF,5,1120,235000,39024,1999,53143,Ranch,1.5,26000,2,179600,1010,SINGLE FAM  MDL-01
562,108140,2-62-2,1002062002,      2,     62,      2,32,MOUNTAIN RD,32 MOUNTAIN RD,66800,190500,257300,RF,7,1685,269500,42117,2005,66653,Cape,2.5,0,3,257300,1010,SINGLE FAM  MDL-01
563,304,2-63,1002063000,      2,     63,,30,OLD ALFRED RD,30 OLD ALFRED RD,59400,23300,82700,RF,4,952,0,26801,1985,125888,SW Mobile Home,1,0,2,82700,1030,MOBILE HME
564,101045,2-63-1,1002063001,      2,     63,      1,0,JESSIE LN,JESSIE LN,113200,0,113200,RF,,0,0,38694,0,2327846,Vacant Land,,0,,113200,9040,LIT/SCIENT  MDL-00
565,101042,2-63-2,1002063002,      2,     63,      2,38,OLD ALFRED RD,38 OLD ALFRED RD,11800,0,11800,RF,,0,182000,42933,0,443876,Vacant Land,,0,,11800,1320,RES ACLNUD  MDL-00
566,101043,2-63-3,1002063003,      2,     63,      3,42,OLD ALFRED RD,42 OLD ALFRED RD,2900,0,2900,RF,,0,0,38807,0,99752,Vacant Land,,0,,2900,1320,RES ACLNUD  MDL-00
567,100056,2-63-4,1002063004,      2,     63,      4,4,JESSIE LN,4 JESSIE LN,83600,193400,277000,RF,7,1856,0,42548,2005,2327846,Colonial,2.5,20000,3,257000,1010,SINGLE FAM  MDL-01
568,100055,2-63-5,1002063005,      2,     63,      5,1,JESSIE LN,1 JESSIE LN,83700,185600,269300,RF,7,1856,297000,38861,2006,2327846,Colonial,2.5,20000,3,249300,1010,SINGLE FAM  MDL-01
569,100054,2-63-6,1002063006,      2,     63,      6,6,JESSIE LN,6 JESSIE LN,84200,175700,259900,RF,6,1856,219850,38408,2005,2327846,Colonial,2.5,20000,3,239900,1010,SINGLE FAM  MDL-01
570,100053,2-63-7,1002063007,      2,     63,      7,3,JESSIE LN,3 JESSIE LN,83900,191000,274900,RF,7,1972,315000,42656,2005,2327846,Colonial,2.5,20000,3,254900,1010,SINGLE FAM  MDL-01
571,100052,2-63-8,1002063008,      2,     63,      8,8,JESSIE LN,8 JESSIE LN,86700,169200,255900,RF,7,1792,258750,38534,2005,2327846,Colonial,2.5,20000,3,235900,1010,SINGLE FAM  MDL-01
572,100051,2-63-9,1002063009,      2,     63,      9,5,JESSIE LN,5 JESSIE LN,82800,211600,294400,RF,7,1976,0,42538,2005,2327846,Colonial,3,20000,2,274400,1010,SINGLE FAM  MDL-01
573,100050,2-63-10,1002063010,      2,     63,     10,10,JESSIE LN,10 JESSIE LN,82900,213900,296800,RF,7,2381,265500,38821,2005,2327846,Colonial,3,20000,3,276800,1010,SINGLE FAM  MDL-01
574,100049,2-63-11,1002063011,      2,     63,     11,9,JESSIE LN,9 JESSIE LN,81800,201400,283200,RF,6,1972,205000,42208,2006,2327846,Colonial,2.5,0,3,283200,1010,SINGLE FAM  MDL-01
575,100048,2-63-12,1002063012,      2,     63,     12,12,JESSIE LN,12 JESSIE LN,84200,196300,280500,RF,7,1972,242300,38524,2005,2327846,Colonial,2.5,20000,3,260500,1010,SINGLE FAM  MDL-01
576,100047,2-63-13,1002063013,      2,     63,     13,11,JESSIE LN,11 JESSIE LN,82200,201700,283900,RF,8,2184,257500,41684,2005,2327846,Colonial,,20000,3,263900,1010,SINGLE FAM  MDL-01
577,100046,2-63-14,1002063014,      2,     63,     14,14,JESSIE LN,14 JESSIE LN,84200,208300,292500,RF,8,2471,0,42263,2005,2327846,Colonial,2.5,0,3,292500,1010,SINGLE FAM  MDL-01
578,100045,2-63-15,1002063015,      2,     63,     15,16,JESSIE LN,16 JESSIE LN,85100,212800,297900,RF,7,2355,315000,42268,2006,2327846,Colonial,2.5,0,3,297900,1010,SINGLE FAM  MDL-01
579,100044,2-63-16,1002063016,      2,     63,     16,15,JESSIE LN,15 JESSIE LN,82600,223600,306200,RF,7,1740,270000,39790,2005,2327846,Colonial,2.5,20000,3,286200,1010,SINGLE FAM  MDL-01
580,100043,2-63-17,1002063017,      2,     63,     17,13,JESSIE LN,13 JESSIE LN,82600,200500,283100,RF,6,1740,257000,42034,2005,2327846,Colonial,2.5,20000,3,263100,1010,SINGLE FAM  MDL-01
581,107800,2-63-18,1002063018,      2,     63,     18,10,AUTUMN LN,10 AUTUMN LN,83400,165700,249100,RF,6,1519,271800,42181,2008,40869,Cape,,0,3,249100,1010,SINGLE FAM  MDL-01
582,305,2-64,1002064000,      2,     64,,39,MOUNTAIN RD,39 MOUNTAIN RD,100100,214300,314400,RF,8,2655,0,37411,1839,427324,Conventional,2,26000,4,288400,1010,SINGLE FAM  MDL-01
583,306,2-64-1,1002064001,      2,     64,      1,43,MOUNTAIN RD,43 MOUNTAIN RD,67900,139600,207500,RF,7,1728,214900,41424,1977,78408,Colonial,1.5,20000,3,187500,1010,SINGLE FAM  MDL-01
584,307,2-64-2,1002064002,      2,     64,      2,37,MOUNTAIN RD,37 MOUNTAIN RD,67400,103900,171300,RF,6,828,0,30820,1976,73616,Raised Ranch,1,20000,4,151300,1010,SINGLE FAM  MDL-01
585,308,2-65,1002065000,      2,     65,,45,MOUNTAIN RD,45 MOUNTAIN RD,61700,135100,196800,RF,5,1525,175000,41792,1950,46174,Cape,1,0,3,196800,1010,SINGLE FAM  MDL-01
586,309,2-65-1,1002065001,      2,     65,      1,47,MOUNTAIN RD,47 MOUNTAIN RD,79000,130300,209300,RF,3,2072,0,40243,1984,191664,Ranch,2,20000,3,189300,1011,SF (W/ APT)  MDL-01
587,310,2-66,1002066000,      2,     66,,48,MOUNTAIN RD,48 MOUNTAIN RD,68900,141300,210200,RF,7,1736,0,38558,1900,88427,Conventional,1.5,20000,3,190200,1010,SINGLE FAM  MDL-01
588,311,2-66-1,1002066001,      2,     66,      1,42,MOUNTAIN RD,42 MOUNTAIN RD,92800,124800,217600,RF,5,1260,165000,41928,1972,348480,Ranch,1,0,3,217600,1010,SINGLE FAM  MDL-01
589,312,2-66-2,1002066002,      2,     66,      2,58,MOUNTAIN RD,58 MOUNTAIN RD,64500,183900,248400,RF,6,1554,209000,40571,1976,43560,Split-Level,2,20000,3,228400,1010,SINGLE FAM  MDL-01
590,313,2-66-3,1002066003,      2,     66,      3,52,MOUNTAIN RD,52 MOUNTAIN RD,64800,232200,297000,RF,7,2456,190000,37708,1978,46174,Ranch,2,20000,3,277000,1010,SINGLE FAM  MDL-01
591,314,2-66-4,1002066004,      2,     66,      4,54,MOUNTAIN RD,54 MOUNTAIN RD,69400,226700,296100,RF,6,2016,0,31776,1988,161172,Ranch,3,20000,3,276100,1010,SINGLE FAM  MDL-01
592,7400,2-66-5,1002066005,      2,     66,      5,5,EASY ST,5 EASY ST,61400,245500,306900,RF,7,2392,0,34562,1998,174240,Modern/Contemp,1.5,20000,3,286900,1010,SINGLE FAM  MDL-01
593,101683,2-66-6,1002066006,      2,     66,      6,1,AUTUMN LN,1 AUTUMN LN,86700,153500,240200,RF,6,1539,260000,42839,2002,71438,Colonial,1.5,0,3,240200,1010,SINGLE FAM  MDL-01
594,101684,2-66-7,1002066007,      2,     66,      7,3,AUTUMN LN,3 AUTUMN LN,84300,190400,274700,RF,8,2184,225000,40942,2002,60984,Modular,3,20000,4,254700,1010,SINGLE FAM  MDL-01
595,101685,2-66-8,1002066008,      2,     66,      8,5,AUTUMN LN,5 AUTUMN LN,89700,178500,268200,RF,7,2016,259000,40570,2002,95396,Modular,2.5,20000,3,248200,1010,SINGLE FAM  MDL-01
596,101923,2-66-10,1002066010,      2,     66,     10,7,AUTUMN LN,7 AUTUMN LN,92100,186400,278500,RF,8,1781,259000,41316,2003,114127,Modular,3,0,3,278500,1010,SINGLE FAM  MDL-01
597,101926,2-66-13,1002066013,      2,     66,     13,6,AUTUMN LN,6 AUTUMN LN,86800,121800,208600,RF,5,1420,147910,37495,2002,72310,Modular,2,20000,3,188600,1010,SINGLE FAM  MDL-01
598,101927,2-66-14,1002066014,      2,     66,     14,4,AUTUMN LN,4 AUTUMN LN,83800,185400,269200,RF,9,2688,316500,43000,2003,47916,Modular,2.5,20000,4,249200,1010,SINGLE FAM  MDL-01
599,108580,2-66-15,1002066015,      2,     66,     15,7,EASY ST,7 EASY ST,48600,0,48600,RF,,0,0,34562,0,94525,Vacant Land,,0,,48600,1300,RES ACLNDV  MDL-00
600,315,2-67,1002067000,      2,     67,,8,HALLCZUK RD,8 HALLCZUK RD,109400,179300,288700,RF,7,2000,1,32654,1989,578477,Ranch,2,20000,4,268700,1011,SF (W/ APT)  MDL-01
601,316,2-67-1,1002067001,      2,     67,      1,59,MOUNTAIN RD,59 MOUNTAIN RD,60900,132200,193100,RF,5,1260,220500,38594,1974,40075,Ranch,1,20000,3,173100,1010,SINGLE FAM  MDL-01
602,317,2-67-2,1002067002,      2,     67,      2,57,MOUNTAIN RD,57 MOUNTAIN RD,61100,139500,200600,RF,5,1104,195000,39407,1981,41818,Raised Ranch,1,0,2,200600,1010,SINGLE FAM  MDL-01
603,319,2-67-4,1002067004,      2,     67,      4,4,HALLCZUK RD,4 HALLCZUK RD,51400,156200,207600,RF,9,2003,0,42816,1986,39204,Colonial,1,20000,4,187600,1010,SINGLE FAM  MDL-01
604,320,2-67-5,1002067005,      2,     67,      5,49,MOUNTAIN RD,49 MOUNTAIN RD,65500,161700,227200,RF,6,1704,0,32239,1955,113692,Cape,1.5,20000,4,207200,1010,SINGLE FAM  MDL-01
605,321,2-67-6,1002067006,      2,     67,      6,5,HALLCZUK RD,5 HALLCZUK RD,50100,0,50100,RF,,0,45000,38085,0,92347,Vacant Land,,0,,50100,1300,RES ACLNDV  MDL-00
606,322,2-67-7,1002067007,      2,     67,      7,15,HALLCZUK RD,15 HALLCZUK RD,78800,229600,308400,RF,7,2479,0,32286,1988,436907,Cape,2.5,20000,4,288400,1010,SINGLE FAM  MDL-01
607,323,2-67-8,1002067008,      2,     67,      8,21,HALLCZUK RD,21 HALLCZUK RD,52000,196300,248300,RF,5,2464,263000,42566,1991,50965,Modern/Contemp,2,0,2,248300,1010,SINGLE FAM  MDL-01
608,341,2-81-3,1002081003,      2,     81,      3,14,POMERLEAU ST,14 POMERLEAU ST,292900,2203100,2496000,I3,,43900,0,29220,1973,169884,Skating Arena,,0,,2496000,903L,TOWN-PROP  MDL-96
609,102363,2-81-4,1002081004,      2,     81,      4,16,POMERLEAU ST,16 POMERLEAU ST,108000,714300,822300,I3,,9556,400000,40177,2003,108900,Pre-Eng Warehs,,0,,822300,3222,COMM BLDG  MDL-94
610,120616,2-81-5,1002081005,      2,     81,      5,0,POMERLEAU ST,POMERLEAU ST,72700,0,72700,I3,,0,50000,40681,0,32752,Vacant Land,,0,,72700,322A,COMM BLDG  MDL-00
611,342,2-82,1002082000,      2,     82,,493,SOUTH ST,493 SOUTH ST,55200,191100,246300,RF SR1,8,2166,133000,34527,1975,204732,Colonial,1.5,20000,5,226300,1010,SINGLE FAM  MDL-01
612,343,2-82-1,1002082001,      2,     82,      1,497,SOUTH ST,497 SOUTH ST,49200,149700,198900,RF SR1,3,1148,119000,35912,1987,40296,Ranch,1,20000,2,178900,1010,SINGLE FAM  MDL-01
613,344,2-82-2,1002082002,      2,     82,      2,501,SOUTH ST,501 SOUTH ST,2500,0,2500,RF,,0,0,31204,0,235224,Vacant Land,,0,,2500,7121,TREEGROWTH MIXED
614,345,2-82-3,1002082003,      2,     82,      3,495,SOUTH ST,495 SOUTH ST,49700,313100,362800,RF SR1,9,3542,0,42614,1998,57499,Cape,2.5,0,3,362800,1010,SINGLE FAM  MDL-01
615,346,2-82-4,1002082004,      2,     82,      4,499,SOUTH ST,499 SOUTH ST,41800,118500,160300,RF SR1,4,970,0,31729,1987,43560,Ranch,1.5,26000,2,134300,1010,SINGLE FAM  MDL-01
616,348,2-84,1002084000,      2,     84,,76,WESTMORE AVE,76 WESTMORE AVE,80000,165000,245000,R1A,6,1568,0,42381,1992,80150,Colonial,2,0,3,245000,1010,SINGLE FAM  MDL-01
617,349,2-85,1002085000,      2,     85,,4,POMERLEAU ST,4 POMERLEAU ST,86400,27600,114000,I3,,798,130000,43067,1976,16117,Store,,0,,114000,322I,STORE/SHOP  MDL-96
618,107737,2-86,1002086000,      2,     86,,6,POMERLEAU ST,6 POMERLEAU ST,0,0,0,I3,,0,0,31469,1977,0,Condo Office,,0,,0,995,CONDO MAIN
619,350,2-86,1002086001,      2,     86,      1,8,POMERLEAU ST,8 POMERLEAU ST,81700,224500,306200,I3,,7152,0,38415,1977,38159,Condo Office,3,0,0,306200,3401,OFF CONDO  MDL-06
620,351,2-86,1002086002,      2,     86,      2,8,POMERLEAU ST,8 POMERLEAU ST,78600,243000,321600,I3,,5587,0,38415,1985,23827,Condo Office,2,0,0,321600,3401,OFF CONDO  MDL-06
621,352,2-86,1002086003,      2,     86,      3,6,POMERLEAU ST,6 POMERLEAU ST,73200,125600,198800,I3,,2400,525000,38149,1973,7928,Store,,0,,198800,3221,RTL CONDO
622,353,2-86,1002086004,      2,     86,      4,10,POMERLEAU ST,10 POMERLEAU ST,76700,135100,211800,I3,,3750,525000,38149,1983,12720,Pre-Eng Warehs,,0,,211800,316I,COMM WHSE  MDL-96
623,354,2-86,1002086005,      2,     86,      5,8,POMERLEAU ST,8 POMERLEAU ST,76700,246800,323500,I3,,3750,525000,38149,1983,12720,Pre-Eng Mfg,,0,,323500,3221,RTL CONDO
624,355,2-86,1002086006,      2,     86,      6,8,POMERLEAU ST,8 POMERLEAU ST,121700,0,121700,I3,,0,525000,38149,0,12720,Vacant Land,,0,,121700,2300,
625,356,2-86,1002086007,      2,     86,      7,10,POMERLEAU ST,10 POMERLEAU ST,79100,204200,283300,I3,,6137,0,36234,1985,25439,Condo Office,2,0,0,283300,3401,OFF CONDO  MDL-06
626,357,2-86,1002086008,      2,     86,      8,10,POMERLEAU ST,10 POMERLEAU ST,130000,0,130000,I3,,0,0,36234,0,25439,Vacant Land,,0,,130000,2300,
627,358,3-7,1003007000,      3,      7,,9,PROCTOR RD,9-11 PROCTOR RD,120200,220800,341000,RF,2,540,0,30872,1979,2933330,Camp,1,0,1,341000,1091,MULTI HSES SFR
628,359,3-7-1,1003007001,      3,      7,      1,7,PROCTOR RD,7 PROCTOR RD,68300,202700,271000,RF,8,2069,0,26518,1966,82764,Ranch,3,20000,3,251000,1010,SINGLE FAM  MDL-01
629,360,3-7-6,1003007006,      3,      7,      6,29,PROCTOR RD,29 PROCTOR RD,57900,194800,252700,RF,7,2179,270000,39260,1974,43560,Cape,2,20000,4,232700,1010,SINGLE FAM  MDL-01
630,361,3-7-7,1003007007,      3,      7,      7,31,PROCTOR RD,31 PROCTOR RD,57900,94500,152400,RF,5,864,0,30872,1985,42253,Raised Ranch,1,0,1,152400,1010,SINGLE FAM  MDL-01
631,362,3-7-8,1003007008,      3,      7,      8,33,PROCTOR RD,33 PROCTOR RD,57600,115500,173100,RF,4,1092,0,30872,1985,42689,Ranch,1,0,2,173100,1010,SINGLE FAM  MDL-01
632,363,3-7-9,1003007009,      3,      7,      9,35,PROCTOR RD,35 PROCTOR RD,58000,127900,185900,RF,3,1060,0,30872,1988,44867,Ranch,1,0,2,185900,1010,SINGLE FAM  MDL-01
633,364,3-7-10,1003007010,      3,      7,     10,0,PROCTOR RD (OFF OF),PROCTOR RD (OFF OF),2900,0,2900,RF,,0,0,30872,0,102366,Vacant Land,,0,,2900,1320,RES ACLNUD  MDL-00
634,365,3-7-11,1003007011,      3,      7,     11,19,PROCTOR RD,19 PROCTOR RD,68400,152600,221000,RF,8,2112,1,33605,2001,83635,2 Unit,2,0,4,221000,1040,TWO FAMILY  MDL-03
635,366,3-9,1003009000,      3,      9,,0,PROCTOR RD (OFF OF),PROCTOR RD (OFF OF),10200,0,10200,RF,,0,16000,34982,0,478289,Vacant Land,,0,,10200,1320,RES ACLNUD  MDL-00
636,367,3-9-1,1003009001,      3,      9,      1,37,PROCTOR RD,37 PROCTOR RD,58300,126100,184400,RF,7,1224,0,27976,1976,47916,Ranch,1,26000,4,158400,1010,SINGLE FAM  MDL-01
637,368,3-9-2,1003009002,      3,      9,      2,39,PROCTOR RD,39 PROCTOR RD,57700,121900,179600,RF,5,1392,88500,36308,1976,40075,Ranch,1,20000,3,159600,1010,SINGLE FAM  MDL-01
638,369,3-10,1003010000,      3,     10,,0,PROCTOR RD (OFF OF),PROCTOR RD (OFF OF),4400,0,4400,RF,,0,1500,34704,0,152460,Vacant Land,,0,,4400,1320,RES ACLNUD  MDL-00
639,370,3-10-1,1003010001,      3,     10,      1,0,PROCTOR RD (OFF OF),PROCTOR RD (OFF OF),6000,0,6000,RF,,0,0,31054,0,217800,Vacant Land,,0,,6000,1320,RES ACLNUD  MDL-00
640,371,3-10-2,1003010002,      3,     10,      2,0,PROCTOR RD (OFF OF),PROCTOR RD (OFF OF),23700,0,23700,RF,,0,1,33695,0,2613600,Vacant Land,,0,,23700,7122,TREEGROWTH HARD
641,372,3-11,1003011000,      3,     11,,43,PROCTOR RD,43 PROCTOR RD,116600,0,116600,RF,,0,0,27800,0,1256270,Vacant Land,,0,,116600,4100,SAND&GRAVL  MDL-00
642,373,3-11-1,1003011001,      3,     11,      1,41,PROCTOR RD,41 PROCTOR RD,41700,20600,62300,RF,,0,7000,36805,0,9583,,,0,,62300,1060,AC LND OUTBLDG
643,374,3-11-2,1003011002,      3,     11,      2,45,PROCTOR RD,45 PROCTOR RD,64000,248500,312500,RF,6,2166,0,35129,1992,40750,Ranch,3.5,20000,3,292500,1010,SINGLE FAM  MDL-01
644,375,3-12,1003012000,      3,     12,,44,PROCTOR RD,44 PROCTOR RD,66300,0,66300,RF,,0,0,27800,0,1353409,Vacant Land,,0,,66300,1300,RES ACLNDV  MDL-00
645,376,3-12-1,1003012001,      3,     12,      1,0,PROCTOR RD (OFF OF),PROCTOR RD (OFF OF),67000,0,67000,RF,,0,0,40574,0,2334816,Vacant Land,,0,,67000,9040,LIT/SCIENT  MDL-00
646,377,3-12-2,1003012002,      3,     12,      2,42,PROCTOR RD,42 PROCTOR RD,72400,117500,189900,RF,7,1526,120000,37524,1970,125017,Cape,,20000,4,169900,1010,SINGLE FAM  MDL-01
647,378,3-12-3,1003012003,      3,     12,      3,34,PROCTOR RD,34 PROCTOR RD,71800,152900,224700,RF,7,1791,0,42699,1940,118048,Cape,1,20000,4,204700,1010,SINGLE FAM  MDL-01
648,379,3-12-4,1003012004,      3,     12,      4,48,PROCTOR RD,48 PROCTOR RD,85200,232600,317800,RF,5,2388,0,34052,1987,256133,Cape,3,20000,3,297800,1011,SF (W/ APT)  MDL-01
649,380,3-12-5,1003012005,      3,     12,      5,32,PROCTOR RD,32 PROCTOR RD,68100,218000,286100,RF,4,1680,0,34052,1987,80150,Raised Ranch,2,20000,2,266100,1010,SINGLE FAM  MDL-01
